,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
77,single,2nd phase - general contingent,4,Journalism and Communication,daytime,Secondary education,121.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Unskilled Workers,Installation and Machine Operators and Assembly Workers,120.3,1,0,1,1,male,1,19,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Non-Dropout
78,single,2nd phase - general contingent,4,Nursing,daytime,Secondary education,150.0,Portuguese,Basic Education 2nd Cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,130.8,0,0,0,1,male,1,22,0,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,16.2,0.3,-0.92,Non-Dropout
79,married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,120.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",117.0,0,0,0,1,male,0,33,0,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Non-Dropout
80,single,1st phase - general contingent,6,Basic Education,daytime,Secondary education,114.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,110.2,1,0,0,1,male,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout
81,single,Over 23 years old,1,Management (evening attendance),evening,Higher education - bachelor's degree,140.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,155.7,1,0,0,1,male,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
82,single,Over 23 years old,1,Agronomy,daytime,Higher education - master's,160.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,180.4,0,0,1,1,male,0,24,0,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout
83,single,2nd phase - general contingent,1,Tourism,daytime,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Administrative staff,Administrative staff,125.5,0,0,0,1,male,0,18,0,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,12.7,3.7,-1.7,Non-Dropout
84,married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,130.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",110.0,1,0,0,1,female,0,33,0,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,Non-Dropout
85,single,Transfer,1,Nursing,daytime,Secondary education,160.0,Portuguese,Basic education 1st cycle,Basic Education 2nd Cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",161.0,1,0,0,1,female,1,22,0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Non-Dropout
86,single,Over 23 years old,1,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",100.0,0,0,0,1,female,1,25,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Non-Dropout
87,single,2nd phase - general contingent,1,Communication Design,daytime,Secondary education,124.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Administrative staff,Student,117.6,1,0,0,1,male,0,20,0,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Non-Dropout
88,single,1st phase - general contingent,6,Management,daytime,Secondary education,143.0,Portuguese,Basic Education 2nd Cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,128.7,1,0,0,1,male,0,23,0,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Non-Dropout
89,single,Change of course,2,Informatics Engineering,daytime,Secondary education,115.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",112.2,1,0,1,1,male,0,18,0,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Non-Dropout
90,single,Over 23 years old,1,Nursing,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,Armed Forces Professions,100.8,0,0,0,1,male,0,24,0,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
91,single,2nd phase - general contingent,2,Journalism and Communication,daytime,Secondary education,133.1,Brazilian,Basic Education 3rd Cycle,Secondary Education - 12th Year,Unskilled Workers,Unskilled Workers,105.0,1,0,0,0,female,0,21,1,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Non-Dropout
92,single,International student (bachelor),1,Equinculture,daytime,Secondary education,133.1,Brazilian,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,Administrative staff,100.0,0,0,0,1,female,0,26,1,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
93,married,Over 23 years old,1,Basic Education,daytime,11th year of schooling - not completed,133.1,Portuguese,Basic education 1st cycle,Unknown,Student,Student,115.5,0,0,0,1,female,0,39,0,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout
94,married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,Basic education 1st cycle,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,114.0,0,0,0,1,female,0,44,0,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Non-Dropout
95,single,International student (bachelor),1,Informatics Engineering,daytime,Secondary education,130.0,Santomean,Basic Education 2nd Cycle,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,137.0,1,0,0,1,male,0,19,1,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Non-Dropout
96,single,1st phase - general contingent,5,Journalism and Communication,daytime,Secondary education,135.0,Portuguese,Basic education 1st cycle,Secondary Education - 12th Year,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.9,1,0,0,1,female,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Non-Dropout
97,single,1st phase - general contingent,5,Nursing,daytime,Secondary education,132.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120.3,1,0,0,1,female,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Non-Dropout
98,single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,135.0,Portuguese,Secondary Education - 12th Year,Higher Education - Bachelor's,Unskilled Workers,Legislative/Executive/Directors,134.3,1,0,0,1,female,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Non-Dropout
99,single,1st phase - general contingent,4,Nursing,daytime,Secondary education,115.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,111.5,1,0,1,0,female,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
100,single,Short cycle diploma holders,1,Veterinary Nursing,daytime,Professional higher technical course,130.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled Workers,Unskilled Workers,128.8,0,0,0,1,female,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
101,single,1st phase - general contingent,4,Animation and Multimedia Design,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled Workers,Armed Forces Professions,110.0,1,0,0,1,female,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Non-Dropout
102,married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,130.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",113.5,1,0,0,1,female,0,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
103,divorced,Over 23 years old,1,Agronomy,daytime,Other - 11th year of schooling,133.1,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160.0,0,0,0,1,female,0,43,0,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Non-Dropout
104,single,3rd phase - general contingent,1,Basic Education,daytime,Secondary education,123.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",117.4,1,0,0,1,female,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
105,single,Change of institution/course,1,Communication Design,daytime,Secondary education,130.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,122.2,0,0,1,1,female,0,20,0,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Non-Dropout
106,single,1st phase - general contingent,2,Social Service,daytime,Secondary education,122.0,Portuguese,Basic education 1st cycle,Basic Education 2nd Cycle,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",118.2,1,0,0,1,female,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
107,single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,113.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,Administrative staff,106.7,1,0,0,1,female,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
108,single,1st phase - general contingent,5,Nursing,daytime,Secondary education,111.0,Portuguese,Higher Education - Degree,Higher Education - Master,Administrative staff,Intermediate Level Technicians and Professions,108.2,1,0,0,1,female,0,20,0,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
109,single,2nd phase - general contingent,2,Basic Education,daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Unskilled Workers,Intermediate Level Technicians and Professions,107.0,1,0,0,1,female,0,20,0,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Non-Dropout
110,single,1st phase - general contingent,1,Social Service,daytime,Secondary education,142.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",136.1,1,0,0,1,female,0,18,0,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Non-Dropout
111,single,2nd phase - general contingent,2,Management,daytime,Secondary education,123.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",115.3,1,0,0,1,female,1,18,0,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Non-Dropout
112,single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,131.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,139.8,1,0,0,1,female,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Non-Dropout
113,single,1st phase - general contingent,3,Journalism and Communication,daytime,Secondary education,158.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",157.0,1,0,0,1,female,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Non-Dropout
114,single,2nd phase - general contingent,2,Nursing,daytime,Secondary education,122.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,131.0,1,0,0,1,female,0,18,0,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout
115,single,Change of course,1,Nursing,daytime,Secondary education,130.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",100.0,0,0,0,1,female,0,20,0,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Non-Dropout
116,single,2nd phase - general contingent,1,Social Service,daytime,Secondary education,154.0,Portuguese,Basic Education 3rd Cycle,Basic education 1st cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",140.4,1,0,0,1,female,1,20,0,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Non-Dropout
117,single,2nd phase - general contingent,1,Management,daytime,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,113.4,0,0,0,1,female,0,20,0,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Non-Dropout
118,single,1st phase - general contingent,2,Veterinary Nursing,daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle,Basic Education 2nd Cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",137.0,0,0,0,1,female,0,18,0,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Non-Dropout
119,single,1st phase - general contingent,1,Management,daytime,Secondary education,127.0,Portuguese,Higher Education - Bachelor's,Basic Education 3rd Cycle,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",121.8,0,0,0,1,female,0,18,0,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Non-Dropout
120,single,2nd phase - general contingent,1,Tourism,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",131.0,1,0,0,1,female,0,21,0,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout
121,single,1st phase - general contingent,2,Management,daytime,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",118.6,1,0,0,1,female,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Non-Dropout
122,single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,137.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle,Specialists in Intellectual and Scientific Activities,Unskilled Workers,122.3,0,0,0,1,female,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
123,single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary education,131.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled Workers,Unskilled Workers,127.9,0,0,0,1,female,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Non-Dropout
124,single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",121.3,1,0,0,1,female,0,19,0,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Non-Dropout
125,single,2nd phase - general contingent,6,Oral Hygiene,daytime,Secondary education,122.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",117.1,1,0,0,1,female,0,19,0,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout
126,single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization course,160.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,160.0,1,0,0,1,female,0,20,0,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Non-Dropout
127,single,1st phase - general contingent,1,Basic Education,daytime,Secondary education,146.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Unskilled Workers,Intermediate Level Technicians and Professions,145.3,1,0,0,1,female,1,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Non-Dropout
128,single,2nd phase - general contingent,3,Social Service,daytime,Secondary education,131.0,Portuguese,Secondary Education - 12th Year,Technological specialization course,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,122.6,1,0,0,1,female,0,18,0,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Non-Dropout
129,single,2nd phase - general contingent,6,Nursing,daytime,Secondary education,132.0,Portuguese,Secondary Education - 12th Year,Basic education 1st cycle,Installation and Machine Operators and Assembly Workers,Unskilled Workers,128.0,1,0,0,1,female,0,19,0,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Non-Dropout
130,single,1st phase - general contingent,3,Nursing,daytime,Secondary education,138.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,124.9,1,0,0,1,female,1,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout
131,single,2nd phase - general contingent,2,Communication Design,daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,123.7,1,0,0,1,female,0,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Non-Dropout
132,single,1st phase - general contingent,4,Management,daytime,Secondary education,126.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative staff,Installation and Machine Operators and Assembly Workers,120.1,1,0,0,1,female,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Non-Dropout
133,single,2nd phase - general contingent,6,Nursing,daytime,Secondary education,148.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,131.7,1,0,0,1,female,0,19,0,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
